exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
machine-shoulder-press,Machine Shoulder Press,selectorized shoulder press,overhead-press,machine-load,load+reps+rpe,hypertrophy,shoulder-press-machine,machine-seated,vertical-push,dynamic,bilateral,false,machine-stack,front delts|triceps,lateral delts|upper chest,shoulder|elbow|scapula,machine,gym|machine-area,false,false,true,load_x_reps_rpe,machine shoulder press selectorized shoulder press overhead-press shoulder-press-machine front delts triceps lateral delts upper chest shoulder elbow scapula machine gym machine-area,
chest-supported-machine-row,Chest-Supported Machine Row,machine row|iso row,row,machine-load,load+reps+rpe,hypertrophy,row-machine,supported,horizontal-pull,dynamic,bilateral,false,machine-stack,mid back|lats|rear delts,biceps|rhomboids,shoulder|elbow|scapula,machine,gym|machine-area,false,false,true,load_x_reps_rpe,chest-supported machine row machine row iso row row row-machine mid back lats rear delts biceps rhomboids shoulder elbow scapula machine gym machine-area,
pec-deck,Pec Deck,machine fly|pec fly|pec deck fly|Pec Deck,fly,machine-load,load+reps+rpe,hypertrophy,pec-deck-machine,machine-seated,horizontal-push,dynamic,bilateral,false,machine-stack,pecs,front delts,shoulder|elbow,chest-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,pec deck machine fly pec fly pec deck fly pec deck fly pec-deck-machine pecs front delts shoulder elbow chest-isolation gym machine-area,
reverse-pec-deck,Reverse Pec Deck,rear delt machine fly|reverse pec deck|rear delt fly machine,rear-delt-fly,machine-load,load+reps+rpe,hypertrophy,reverse-pec-deck-machine|rear-delt-machine,machine-seated,horizontal-pull|shoulder-horizontal-abduction,dynamic,bilateral,false,machine-stack,rear delts|mid back,rhomboids|lower traps,shoulder|scapula,rear-delt|rear-delt-focus,gym|machine-area,false,false,true,load_x_reps_rpe,reverse pec deck rear delt machine fly reverse pec deck rear delt fly machine rear-delt-fly reverse-pec-deck-machine rear-delt-machine rear delts mid back rhomboids lower traps shoulder scapula rear-delt rear-delt-focus gym machine-area,
seated-calf-raise-machine,Seated Calf Raise Machine,seated calf raise|machine seated calf raise,calf-raise,machine-load,load+reps+rpe,hypertrophy,calf-raise-machine|seated-calf-raise-machine,machine-seated,calf,dynamic,bilateral,false,machine-stack,soleus,gastrocnemius|intrinsic foot muscles,ankle,lower-leg|calf-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,seated calf raise machine seated calf raise machine seated calf raise calf-raise calf-raise-machine seated-calf-raise-machine soleus gastrocnemius intrinsic foot muscles ankle lower-leg calf-isolation gym machine-area,
hip-abduction-machine,Hip Abduction Machine,abductor machine|hip abduction machine|outer thigh machine,hip-abduction,machine-load,load+reps+rpe,hypertrophy,abductor-machine,machine-seated,hip-abduction,dynamic,bilateral,false,machine-stack,glute med|glute min,TFL,hip,glute-focus|glute-med-focus,gym|machine-area,false,false,true,load_x_reps_rpe,hip abduction machine abductor machine hip abduction machine outer thigh machine hip-abduction abductor-machine glute med glute min tfl hip glute-focus glute-med-focus gym machine-area,
hip-adduction-machine,Hip Adduction Machine,adductor machine|hip adduction machine|inner thigh machine,hip-adduction,machine-load,load+reps+rpe,hypertrophy,adductor-machine,machine-seated,hip-adduction,dynamic,bilateral,false,machine-stack,adductors,glute max,hip,groin|adductor-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,hip adduction machine adductor machine hip adduction machine inner thigh machine hip-adduction adductor-machine adductors glute max hip groin adductor-isolation gym machine-area,
glute-drive-machine,Glute Drive Machine,machine hip thrust|glute drive|glute machine hip thrust|booty builder|Glute Drive Machine,hip-thrust,machine-load,load+reps+rpe,hypertrophy,glute-drive-machine,supported,hinge,dynamic,bilateral,false,machine-stack,glute max,hamstrings|adductors,hip|spine,glute-focus,gym|machine-area,false,false,true,load_x_reps_rpe,glute drive machine machine hip thrust glute drive glute machine hip thrust booty builder glute drive machine hip-thrust glute-drive-machine glute max hamstrings adductors hip spine glute-focus gym machine-area,
machine-ab-crunch,Machine Ab Crunch,ab crunch machine,crunch,machine-load,load+reps+rpe,hypertrophy,ab-crunch-machine,machine-seated,core-flexion,dynamic,bilateral,false,machine-stack,rectus abdominis,obliques|hip flexors,spine|hip,ab-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,machine ab crunch ab crunch machine crunch ab-crunch-machine rectus abdominis obliques hip flexors spine hip ab-isolation gym machine-area,
machine-back-extension,Machine Back Extension,low back extension machine,back-extension,machine-load,load+reps+rpe,hypertrophy,back-extension-machine,machine-seated,core-extension|hinge,dynamic,bilateral,false,machine-stack,spinal erectors|glute max,hamstrings,spine|hip,posterior-chain,gym|machine-area,false,false,true,load_x_reps_rpe,machine back extension low back extension machine back-extension back-extension-machine spinal erectors glute max hamstrings spine hip posterior-chain gym machine-area,
smith-machine-squat,Smith Machine Squat,smith squat|smith machine back squat|Smith Machine Squat,squat,machine-load,load+reps+rpe,hypertrophy,smith-machine,standing,squat,dynamic,bilateral,false,external,quads|glute max,adductors|core,hip|knee|ankle,smith-machine|machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine squat smith squat smith machine back squat smith machine squat squat smith-machine quads glute max adductors core hip knee ankle smith-machine machine-guided gym machine-area,
smith-machine-hip-thrust,Smith Machine Hip Thrust,smith hip thrust|Smith Machine Hip Thrust,hip-thrust,machine-load,load+reps+rpe,hypertrophy,smith-machine|bench,supported,hinge,dynamic,bilateral,false,external,glute max,hamstrings|adductors,hip|spine,smith-machine|glute-focus|machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine hip thrust smith hip thrust smith machine hip thrust hip-thrust smith-machine bench glute max hamstrings adductors hip spine smith-machine glute-focus machine-guided gym machine-area,
smith-machine-split-squat,Smith Machine Split Squat,smith split squat|smith bulgarian split squat|Smith Machine Split Squat,split-squat,machine-load,load+reps+rpe,hypertrophy,smith-machine|bench,standing,squat,dynamic,unilateral,false,external,quads|glute max|adductors,glute med|core,hip|knee|ankle,single-leg|smith-machine|machine-guided|unilateral,gym|machine-area,false,false,true,load_x_reps_rpe,smith machine split squat smith split squat smith bulgarian split squat smith machine split squat split-squat smith-machine bench quads glute max adductors glute med core hip knee ankle single-leg smith-machine machine-guided unilateral gym machine-area,
push-up,Push-Up,pushup|press up|bodyweight push-up|Push-Up,push-up,bodyweight-reps,reps+rpe,calisthenics,none|floor,plank,horizontal-push,dynamic,bilateral,true,bodyweight,pecs|triceps|front delts,serratus|core,shoulder|elbow|wrist|scapula,beginner-friendly|beginner|compound,gym|home|calisthenics-park|warmup-friendly,false,false,true,reps_rpe,push-up pushup press up bodyweight push-up push-up push-up none floor pecs triceps front delts serratus core shoulder elbow wrist scapula beginner-friendly beginner compound gym home calisthenics-park warmup-friendly,
pike-push-up,Pike Push-Up,pike press|bodyweight pike press|Pike Push-Up,handstand-push-up,bodyweight-reps,reps+rpe,calisthenics,none|floor|box,pike,vertical-push,dynamic,bilateral,true,bodyweight,front delts|triceps|upper traps,upper chest|core,shoulder|elbow|scapula|wrist,overhead|gymnastics-progression|progression,home|calisthenics-park|gym,false,false,true,reps_rpe,pike push-up pike press bodyweight pike press pike push-up handstand-push-up none floor box front delts triceps upper traps upper chest core shoulder elbow scapula wrist overhead gymnastics-progression progression home calisthenics-park gym,
handstand-push-up,Handstand Push-Up,HSPU|wall handstand push up|wall hspu|strict wall handstand push-up,handstand-push-up,bodyweight-reps,reps+rpe,skill,wall|parallettes|floor,inverted,vertical-push,dynamic,bilateral,true,bodyweight,front delts|triceps|upper traps,upper chest|core,shoulder|elbow|wrist|scapula,advanced|gymnastics|overhead,home|calisthenics-park|niche|gym,false,false,true,reps_rpe,handstand push-up hspu wall handstand push up wall hspu strict wall handstand push-up handstand-push-up wall parallettes floor front delts triceps upper traps upper chest core shoulder elbow wrist scapula advanced gymnastics overhead home calisthenics-park niche gym,
dip,Dip,parallel bar dip|chest dip|bodyweight dip|Dip,dip,bodyweight-reps,reps+rpe,calisthenics,dip-bars,supported,vertical-push,dynamic,bilateral,true,bodyweight,lower pecs|triceps|front delts,serratus|core,shoulder|elbow|scapula,streetlifting|compound,gym|calisthenics-park,false,false,true,reps_rpe,dip parallel bar dip chest dip bodyweight dip dip dip dip-bars lower pecs triceps front delts serratus core shoulder elbow scapula streetlifting compound gym calisthenics-park,
ring-dip,Ring Dip,gymnastic ring dip|Ring Dip,dip,bodyweight-reps,reps+rpe,skill,rings,supported,vertical-push,dynamic,bilateral,true,bodyweight,pecs|triceps|front delts,serratus|core|stabilizers,shoulder|elbow|wrist|scapula,advanced|gymnastics|stability|rings,gym|home|calisthenics-park|niche,false,false,true,reps_rpe,ring dip gymnastic ring dip ring dip dip rings pecs triceps front delts serratus core stabilizers shoulder elbow wrist scapula advanced gymnastics stability rings gym home calisthenics-park niche,
pull-up,Pull-Up,pronated pull up|overhand pullup|strict pull-up|pullup|Pull-Up,pull-up,bodyweight-reps,reps+rpe,calisthenics,pull-up-bar,hanging,vertical-pull,dynamic,bilateral,true,bodyweight,lats|teres major|biceps,mid back|rear delts|forearms,shoulder|elbow|scapula|wrist,streetlifting|compound,gym|home|calisthenics-park,false,false,true,reps_rpe,pull-up pronated pull up overhand pullup strict pull-up pullup pull-up pull-up pull-up-bar lats teres major biceps mid back rear delts forearms shoulder elbow scapula wrist streetlifting compound gym home calisthenics-park,
chin-up,Chin-Up,supinated pull up|underhand chinup|chinup|Chin-Up,pull-up,bodyweight-reps,reps+rpe,calisthenics,pull-up-bar,hanging,vertical-pull,dynamic,bilateral,true,bodyweight,lats|biceps|teres major,mid back|forearms|rear delts,shoulder|elbow|scapula|wrist,streetlifting|compound,gym|home|calisthenics-park,false,false,true,reps_rpe,chin-up supinated pull up underhand chinup chinup chin-up pull-up pull-up-bar lats biceps teres major mid back forearms rear delts shoulder elbow scapula wrist streetlifting compound gym home calisthenics-park,
neutral-grip-pull-up,Neutral-Grip Pull-Up,parallel grip pull up|neutral pull-up|Neutral-Grip Pull-Up,pull-up,bodyweight-reps,reps+rpe,calisthenics,neutral-grip-bar|pull-up-bar|neutral-handles,hanging,vertical-pull,dynamic,bilateral,true,bodyweight,lats|biceps|brachialis,mid back|forearms,shoulder|elbow|scapula|wrist,neutral-grip|compound,gym|home|calisthenics-park,false,false,true,reps_rpe,neutral-grip pull-up parallel grip pull up neutral pull-up neutral-grip pull-up pull-up neutral-grip-bar pull-up-bar neutral-handles lats biceps brachialis mid back forearms shoulder elbow scapula wrist neutral-grip compound gym home calisthenics-park,
chest-to-bar-pull-up,Chest-to-Bar Pull-Up,C2B pull up|strict chest to bar|Chest-to-Bar Pull-Up,pull-up,bodyweight-reps,reps+rpe,skill,pull-up-bar,hanging,vertical-pull,dynamic,bilateral,true,bodyweight,lats|mid back|biceps,rear delts|forearms|core,shoulder|elbow|scapula|wrist,advanced|explosive|crossfit,gym|calisthenics-park|niche|crossfit-box,false,false,true,reps_rpe,chest-to-bar pull-up c2b pull up strict chest to bar chest-to-bar pull-up pull-up pull-up-bar lats mid back biceps rear delts forearms core shoulder elbow scapula wrist advanced explosive crossfit gym calisthenics-park niche crossfit-box,
ring-row,Ring Row,suspension row|TRX row|gymnastic ring row|Ring Row,row,bodyweight-reps,reps+rpe,calisthenics,rings|suspension-trainer,supported,horizontal-pull,dynamic,bilateral,true,bodyweight,mid back|lats|rear delts,biceps|forearms|core,shoulder|elbow|scapula|wrist,scapular-control|rings|stability,gym|home|calisthenics-park,false,false,true,reps_rpe,ring row suspension row trx row gymnastic ring row ring row row rings suspension-trainer mid back lats rear delts biceps forearms core shoulder elbow scapula wrist scapular-control rings stability gym home calisthenics-park,
inverted-row,Inverted Row,body row|australian pull up|bar row|Inverted Row,row,bodyweight-reps,reps+rpe,calisthenics,barbell|rings|trx|rack,supported,horizontal-pull,dynamic,bilateral,true,bodyweight,mid back|lats|rear delts,biceps|forearms|core,shoulder|elbow|scapula,beginner-friendly|bodyweight|compound,gym|home|calisthenics-park,false,false,true,reps_rpe,inverted row body row australian pull up bar row inverted row row barbell rings trx rack mid back lats rear delts biceps forearms core shoulder elbow scapula beginner-friendly bodyweight compound gym home calisthenics-park,
bar-muscle-up,Bar Muscle-Up,muscle up|straight bar muscle up|kipping bar muscle-up|Bar Muscle-Up,muscle-up,bodyweight-reps,reps+rpe,skill,pull-up-bar,hanging,vertical-pull|vertical-push,mixed,bilateral,true,bodyweight,lats|triceps|pecs,biceps|front delts|core,shoulder|elbow|wrist|scapula,advanced|gymnastics|streetlifting|crossfit|kip,calisthenics-park|gym|niche|crossfit-box,false,false,true,reps_rpe,bar muscle-up muscle up straight bar muscle up kipping bar muscle-up bar muscle-up muscle-up pull-up-bar lats triceps pecs biceps front delts core shoulder elbow wrist scapula advanced gymnastics streetlifting crossfit kip calisthenics-park gym niche crossfit-box,
ring-muscle-up,Ring Muscle-Up,gymnastic ring muscle up|strict ring muscle-up|Ring Muscle-Up,muscle-up,bodyweight-reps,reps+rpe,skill,rings,hanging,vertical-pull|vertical-push,mixed,bilateral,true,bodyweight,lats|triceps|pecs,biceps|front delts|core|stabilizers,shoulder|elbow|wrist|scapula,advanced|gymnastics|rings,gym|calisthenics-park|niche,false,false,true,reps_rpe,ring muscle-up gymnastic ring muscle up strict ring muscle-up ring muscle-up muscle-up rings lats triceps pecs biceps front delts core stabilizers shoulder elbow wrist scapula advanced gymnastics rings gym calisthenics-park niche,
bodyweight-squat,Bodyweight Squat,air squat|bodyweight squat|prisoner squat,squat,bodyweight-reps,reps+rpe,mixed,none,standing,squat,dynamic,bilateral,true,bodyweight,quads|glute max,adductors|calves|core,hip|knee|ankle,beginner-friendly|beginner,gym|home|warmup-friendly,false,false,true,reps_rpe,bodyweight squat air squat bodyweight squat prisoner squat squat none quads glute max adductors calves core hip knee ankle beginner-friendly beginner gym home warmup-friendly,
reverse-lunge,Reverse Lunge,bodyweight reverse lunge,lunge,bodyweight-reps,reps+rpe,mixed,none,standing,squat|locomotion,dynamic,unilateral,true,bodyweight,quads|glute max|adductors,hamstrings|glute med|core,hip|knee|ankle,single-leg,gym|home|warmup-friendly,false,false,true,reps_rpe,reverse lunge bodyweight reverse lunge lunge none quads glute max adductors hamstrings glute med core hip knee ankle single-leg gym home warmup-friendly,
step-up,Step-Up,bodyweight step up|bodyweight box step-up|Step-Up,step-up,bodyweight-reps,reps+rpe,mixed,box|bench,standing,squat|locomotion,dynamic,unilateral,true,bodyweight,quads|glute max,hamstrings|calves|glute med,hip|knee|ankle,single-leg|unilateral,gym|home,false,false,true,reps_rpe,step-up bodyweight step up bodyweight box step-up step-up step-up box bench quads glute max hamstrings calves glute med hip knee ankle single-leg unilateral gym home,
bulgarian-split-squat,Bulgarian Split Squat,bodyweight RFESS|rear foot elevated split squat|rfess|dumbbell bulgarian split squat|Bulgarian Split Squat,split-squat,bodyweight-reps,reps+rpe,calisthenics,bench|dumbbell,standing,squat,dynamic,unilateral,true,bodyweight,quads|glute max|adductors,glute med|hamstrings|core,hip|knee|ankle,single-leg|unilateral|rear-foot-elevated,gym|home|free-weights,false,false,true,reps_rpe,bulgarian split squat bodyweight rfess rear foot elevated split squat rfess dumbbell bulgarian split squat bulgarian split squat split-squat bench dumbbell quads glute max adductors glute med hamstrings core hip knee ankle single-leg unilateral rear-foot-elevated gym home free-weights,
pistol-squat,Pistol Squat,single leg squat|one leg squat|Pistol Squat,single-leg-squat,bodyweight-reps,reps+rpe,skill,none|box,standing,squat,dynamic,unilateral,true,bodyweight,quads|glute max|adductors,glute med|calves|core,hip|knee|ankle,advanced|single-leg|balance|unilateral,home|calisthenics-park|niche|gym,false,false,true,reps_rpe,pistol squat single leg squat one leg squat pistol squat single-leg-squat none box quads glute max adductors glute med calves core hip knee ankle advanced single-leg balance unilateral home calisthenics-park niche gym,
shrimp-squat,Shrimp Squat,rear foot grab squat,single-leg-squat,bodyweight-reps,reps+rpe,skill,none,standing,squat,dynamic,unilateral,true,bodyweight,quads|glute max,glute med|core|calves,hip|knee|ankle,advanced|single-leg,home|calisthenics-park|niche,false,false,true,reps_rpe,shrimp squat rear foot grab squat single-leg-squat none quads glute max glute med core calves hip knee ankle advanced single-leg home calisthenics-park niche,
glute-bridge,Glute Bridge,bodyweight glute bridge,glute-bridge,bodyweight-reps,reps+rpe,rehab,none,lying-supine,hinge,dynamic,bilateral,true,bodyweight,glute max,hamstrings|adductors|core,hip|spine,glute-activation|rehab,gym|home|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,glute bridge bodyweight glute bridge glute-bridge none glute max hamstrings adductors core hip spine glute-activation rehab gym home rehab-friendly warmup-friendly,
nordic-hamstring-curl,Nordic Hamstring Curl,nordic curl|natural leg curl|partner glute ham raise|Nordic Hamstring Curl,leg-curl,bodyweight-reps,reps+rpe,strength,nordic-bench|partner-anchor,kneeling,knee-flexion,dynamic,bilateral,true,bodyweight,hamstrings,glutes|calves,knee|hip,advanced|eccentric|rehab,gym|home|rehab-friendly,false,false,true,reps_rpe,nordic hamstring curl nordic curl natural leg curl partner glute ham raise nordic hamstring curl leg-curl nordic-bench partner-anchor hamstrings glutes calves knee hip advanced eccentric rehab gym home rehab-friendly,
reverse-nordic,Reverse Nordic,reverse nordic curl|kneeling quad extension|Reverse Nordic,quad-extension,bodyweight-reps,reps+rpe,mobility,none|floor|pad,kneeling,knee-extension|hip-extension,dynamic,bilateral,true,bodyweight,quads|hip flexors,core,knee|hip,mobility|quad-focus|rehab,gym|home|rehab-friendly,false,false,true,reps_rpe,reverse nordic reverse nordic curl kneeling quad extension reverse nordic quad-extension none floor pad quads hip flexors core knee hip mobility quad-focus rehab gym home rehab-friendly,
hanging-knee-raise,Hanging Knee Raise,captains chair knee raise|knee raise|Hanging Knee Raise,leg-raise,bodyweight-reps,reps+rpe,calisthenics,pull-up-bar|captains-chair,hanging,core-flexion,dynamic,bilateral,true,bodyweight,hip flexors|rectus abdominis,obliques|lats|grip,hip|spine|shoulder,core|hanging,gym|home|calisthenics-park,false,false,true,reps_rpe,hanging knee raise captains chair knee raise knee raise hanging knee raise leg-raise pull-up-bar captains-chair hip flexors rectus abdominis obliques lats grip hip spine shoulder core hanging gym home calisthenics-park,
hanging-leg-raise,Hanging Leg Raise,straight leg raise hanging|Hanging Leg Raise,leg-raise,bodyweight-reps,reps+rpe,skill,pull-up-bar,hanging,core-flexion,dynamic,bilateral,true,bodyweight,hip flexors|rectus abdominis,obliques|lats|grip,hip|spine|shoulder,advanced|core|hanging,gym|home|calisthenics-park,false,false,true,reps_rpe,hanging leg raise straight leg raise hanging hanging leg raise leg-raise pull-up-bar hip flexors rectus abdominis obliques lats grip hip spine shoulder advanced core hanging gym home calisthenics-park,
toes-to-bar,Toes-to-Bar,TTB|t2b|strict toes to bar|Toes-to-Bar,toes-to-bar,bodyweight-reps,reps+rpe,skill,pull-up-bar,hanging,core-flexion|vertical-pull,dynamic,bilateral,true,bodyweight,hip flexors|rectus abdominis|lats,grip|obliques|shoulders,hip|spine|shoulder|wrist,advanced|crossfit|hanging,gym|calisthenics-park|niche|crossfit-box,false,false,true,reps_rpe,toes-to-bar ttb t2b strict toes to bar toes-to-bar toes-to-bar pull-up-bar hip flexors rectus abdominis lats grip obliques shoulders hip spine shoulder wrist advanced crossfit hanging gym calisthenics-park niche crossfit-box,
burpee,Burpee,squat thrust burpee|Burpee,burpee,bodyweight-reps,reps+rpe,conditioning,none|floor,standing,squat|horizontal-push|locomotion,mixed,bilateral,true,bodyweight,quads|pecs|front delts|triceps,glute max|core|calves,shoulder|elbow|wrist|hip|knee|ankle,conditioning,gym|home|cardio|crossfit-box,false,false,true,reps_rpe,burpee squat thrust burpee burpee burpee none floor quads pecs front delts triceps glute max core calves shoulder elbow wrist hip knee ankle conditioning gym home cardio crossfit-box,
mountain-climber,Mountain Climber,mountain climbers,mountain-climber,bodyweight-reps,reps+rpe,conditioning,none,plank,locomotion|core-stability,cyclical,alternating,true,bodyweight,hip flexors|shoulders|rectus abdominis,serratus|triceps|obliques,shoulder|wrist|hip|spine,conditioning|core,gym|home|cardio,false,false,true,reps_rpe,mountain climber mountain climbers mountain-climber none hip flexors shoulders rectus abdominis serratus triceps obliques shoulder wrist hip spine conditioning core gym home cardio,
bear-crawl,Bear Crawl,crawling,bear-crawl,other,duration+distance,conditioning,none,quadruped,locomotion|core-stability,cyclical,alternating,true,bodyweight,shoulders|core|quads,hip flexors|pecs|calves,shoulder|wrist|hip|knee|spine,conditioning|athletic,gym|home|warmup-friendly,false,false,true,duration_distance,bear crawl crawling bear-crawl none shoulders core quads hip flexors pecs calves shoulder wrist hip knee spine conditioning athletic gym home warmup-friendly,
scapular-pull-up,Scapular Pull-Up,scap pull up|scap depression pull up|active shoulder shrug hang|Scapular Pull-Up,scapular-pull-up,bodyweight-reps,reps+rpe,rehab,pull-up-bar,hanging,scapular-control|vertical-pull,dynamic,bilateral,true,bodyweight,lower traps|lats|serratus,forearms|rotator cuff,scapula|shoulder|wrist,scapular-control|rehab,gym|home|calisthenics-park|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,scapular pull-up scap pull up scap depression pull up active shoulder shrug hang scapular pull-up scapular-pull-up pull-up-bar lower traps lats serratus forearms rotator cuff scapula shoulder wrist scapular-control rehab gym home calisthenics-park rehab-friendly warmup-friendly,
dead-bug,Dead Bug,deadbug|Dead Bug,dead-bug,bodyweight-reps,reps+rpe,rehab,none|floor,lying-supine,core-stability,dynamic,alternating,true,bodyweight,transverse abdominis|rectus abdominis,hip flexors|obliques,spine|hip|shoulder,rehab|core-stability|warmup-friendly,gym|home|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,dead bug deadbug dead bug dead-bug none floor transverse abdominis rectus abdominis hip flexors obliques spine hip shoulder rehab core-stability warmup-friendly gym home rehab-friendly warmup-friendly,
bird-dog,Bird Dog,quadruped bird dog|Bird Dog,bird-dog,bodyweight-reps,reps+rpe,rehab,none|floor,quadruped,core-stability|hip-extension,dynamic,alternating,true,bodyweight,glute max|spinal erectors|lower traps,core|shoulders,spine|hip|shoulder,rehab|coordination|warmup-friendly,gym|home|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,bird dog quadruped bird dog bird dog bird-dog none floor glute max spinal erectors lower traps core shoulders spine hip shoulder rehab coordination warmup-friendly gym home rehab-friendly warmup-friendly,
weighted-pull-up,Weighted Pull-Up,weighted pullup|belt pull up|loaded pull-up|Weighted Pull-Up,pull-up,weighted-bodyweight,added_load+reps+rpe,calisthenics,pull-up-bar|dip-belt,hanging,vertical-pull,dynamic,bilateral,true,bodyweight-plus-external,lats|teres major|biceps,mid back|forearms|rear delts,shoulder|elbow|scapula|wrist,streetlifting|strength|weighted|compound,gym|calisthenics-park,false,false,true,added_load_reps_rpe,weighted pull-up weighted pullup belt pull up loaded pull-up weighted pull-up pull-up pull-up-bar dip-belt lats teres major biceps mid back forearms rear delts shoulder elbow scapula wrist streetlifting strength weighted compound gym calisthenics-park,
weighted-chin-up,Weighted Chin-Up,weighted chinup|loaded chin-up|Weighted Chin-Up,pull-up,weighted-bodyweight,added_load+reps+rpe,calisthenics,pull-up-bar|dip-belt,hanging,vertical-pull,dynamic,bilateral,true,bodyweight-plus-external,lats|biceps|teres major,mid back|forearms|rear delts,shoulder|elbow|scapula|wrist,streetlifting|strength|weighted|compound,gym|calisthenics-park,false,false,true,added_load_reps_rpe,weighted chin-up weighted chinup loaded chin-up weighted chin-up pull-up pull-up-bar dip-belt lats biceps teres major mid back forearms rear delts shoulder elbow scapula wrist streetlifting strength weighted compound gym calisthenics-park,
weighted-dip,Weighted Dip,belt dip|weighted chest dip|loaded dip|Weighted Dip,dip,weighted-bodyweight,added_load+reps+rpe,calisthenics,dip-bars|dip-belt,supported,vertical-push,dynamic,bilateral,true,bodyweight-plus-external,lower pecs|triceps|front delts,serratus|core,shoulder|elbow|scapula,streetlifting|strength|weighted|compound,gym|calisthenics-park,false,false,true,added_load_reps_rpe,weighted dip belt dip weighted chest dip loaded dip weighted dip dip dip-bars dip-belt lower pecs triceps front delts serratus core shoulder elbow scapula streetlifting strength weighted compound gym calisthenics-park,
weighted-push-up,Weighted Push-Up,plate push up|vest push up|weighted vest push-up|Weighted Push-Up,push-up,weighted-bodyweight,added_load+reps+rpe,calisthenics,plate|weight-vest|floor,plank,horizontal-push,dynamic,bilateral,true,bodyweight-plus-external,pecs|triceps|front delts,serratus|core,shoulder|elbow|wrist|scapula,weighted-bodyweight|weighted|compound,gym|home,false,false,true,added_load_reps_rpe,weighted push-up plate push up vest push up weighted vest push-up weighted push-up push-up plate weight-vest floor pecs triceps front delts serratus core shoulder elbow wrist scapula weighted-bodyweight weighted compound gym home,
weighted-bar-muscle-up,Weighted Bar Muscle-Up,weighted muscle up|loaded muscle-up|weighted bar muscle-up,muscle-up,weighted-bodyweight,added_load+reps+rpe,skill,pull-up-bar|dip-belt,hanging,vertical-pull|vertical-push,mixed,bilateral,true,bodyweight-plus-external,lats|triceps|pecs,biceps|front delts|core,shoulder|elbow|wrist|scapula,advanced|streetlifting|niche|weighted,calisthenics-park|gym|niche,false,false,true,added_load_reps_rpe,weighted bar muscle-up weighted muscle up loaded muscle-up weighted bar muscle-up muscle-up pull-up-bar dip-belt lats triceps pecs biceps front delts core shoulder elbow wrist scapula advanced streetlifting niche weighted calisthenics-park gym niche,
machine-assisted-pull-up,Machine-Assisted Pull-Up,assisted pull up|machine assisted pull-up,pull-up,assisted-bodyweight,assist_load+reps+rpe,calisthenics,assisted-pull-up-machine|assisted-dip-chin-machine,supported,vertical-pull,dynamic,bilateral,true,assisted-bodyweight,lats|biceps|teres major,mid back|forearms,shoulder|elbow|scapula|wrist,regression|beginner,gym|machine-area,false,false,true,assist_load_reps_rpe,machine-assisted pull-up assisted pull up machine assisted pull-up pull-up assisted-pull-up-machine assisted-dip-chin-machine lats biceps teres major mid back forearms shoulder elbow scapula wrist regression beginner gym machine-area,
band-assisted-pull-up,Band-Assisted Pull-Up,banded pull up|band pull-up|pull-up with band|Band-Assisted Pull-Up,pull-up,assisted-bodyweight,assist_load+reps+rpe,calisthenics,pull-up-bar|band|resistance-band,hanging,vertical-pull,dynamic,bilateral,true,assisted-bodyweight,lats|biceps|teres major,mid back|forearms,shoulder|elbow|scapula|wrist,regression|beginner,gym|home|calisthenics-park,false,false,true,assist_load_reps_rpe,band-assisted pull-up banded pull up band pull-up pull-up with band band-assisted pull-up pull-up pull-up-bar band resistance-band lats biceps teres major mid back forearms shoulder elbow scapula wrist regression beginner gym home calisthenics-park,
band-assisted-nordic-curl,Band-Assisted Nordic Curl,assisted nordic ham curl,leg-curl,assisted-bodyweight,assist_load+reps+rpe,rehab,band|nordic-bench|partner-anchor,kneeling,knee-flexion,dynamic,bilateral,true,assisted-bodyweight,hamstrings,glutes|calves,knee|hip,eccentric|rehab,gym|home|rehab-friendly,false,false,true,assist_load_reps_rpe,band-assisted nordic curl assisted nordic ham curl leg-curl band nordic-bench partner-anchor hamstrings glutes calves knee hip eccentric rehab gym home rehab-friendly,
plank,Plank,front plank|forearm plank|Plank,plank,hold,duration+rpe,mixed,none|floor,plank,core-stability,isometric,bilateral,true,bodyweight,transverse abdominis|rectus abdominis,serratus|glutes|shoulders,spine|shoulder|wrist,beginner-friendly|core|beginner,gym|home|warmup-friendly,true,false,true,duration_rpe,plank front plank forearm plank plank plank none floor transverse abdominis rectus abdominis serratus glutes shoulders spine shoulder wrist beginner-friendly core beginner gym home warmup-friendly,
